question,intent,matched_pattern,answer
what should i know about book bank,borrowing,should i,Book Bank facility is available for UG students. They can borrow one book from the Book Bank categor...
what should i know about book bank service,service,should i,Book Bank facility is available for UG students. They can borrow one book from the Book Bank categor...
what should i know about can i get book for whole semester,borrowing,should i,Book Bank facility is available for UG students. They can borrow one book from the Book Bank categor...
what should i know about ug book bank,borrowing,should i,Book Bank facility is available for UG students. They can borrow one book from the Book Bank categor...
what should i know about book bank policy,policy,should i,UG students can borrow one book from the Book Bank each semester for six months. Books must be retur...
what should i know about reference service,service,should i,"Reference Service helps users locate and use resources. Librarians assist with OPAC searches, e-data..."
what should i know about get help from librarian,general,should i,"Get help from librarians for: book searches, database access, citation management, plagiarism checks..."
what should i know about library staff assistance,general,should i,"Library staff provides assistance with: resource searches, OPAC training, e-resource access, plagiar..."
what should i know about need help finding resources,resources,should i,For help finding resources: 1) Visit reference desk (9 AM - 5:30 PM) 2) Email libraryhelpdesk@iitrpr...
what should i know about research consultation,research,should i,"Library offers research consultation for: literature review, database searches, citation management,..."
what should i know about literature search help,general,should i,Get literature search help from library: 1) Email your research topic to libraryhelpdesk@iitrpr.ac.i...
what should i know about citation management tools,general,should i,"Citation management tools available: Mendeley, Zotero, EndNote. Library provides training on these t..."
what should i know about how to cite papers,general,should i,"For citing papers: 1) Use citation management tools (Mendeley, Zotero, EndNote) 2) Check journal gui..."
what should i know about reference librarian help,general,should i,"Reference Service helps users locate and use resources. Librarians assist with OPAC searches, e-data..."
what should i know about can library help me find resources,resources,should i,"Reference Service helps users locate and use resources. Librarians assist with OPAC searches, e-data..."
what should i know about reference desk services,service,should i,"Reference Service helps users locate and use resources. Librarians assist with OPAC searches, e-data..."
what should i know about electronic document delivery,general,should i,Electronic Document Delivery (EDD) allows users to request articles/chapters not available in the li...
what should i know about edd service iit ropar,service,should i,Electronic Document Delivery (EDD) allows users to request articles/chapters not available in the li...
what should i know about how to request an article not available,general,should i,Electronic Document Delivery (EDD) allows users to request articles/chapters not available in the li...
what should i know about can i get a paper from another library,general,should i,Electronic Document Delivery (EDD) allows users to request articles/chapters not available in the li...
what should i know about library orientation,general,should i,"At the beginning of each academic year, Nalanda Library organizes an orientation program for new stu..."
what should i know about induction program library,general,should i,"At the beginning of each academic year, Nalanda Library organizes an orientation program for new stu..."
what should i know about training for new students,general,should i,"At the beginning of each academic year, Nalanda Library organizes an orientation program for new stu..."
what should i know about how to learn using the library,general,should i,"At the beginning of each academic year, Nalanda Library organizes an orientation program for new stu..."
what should i know about photocopy service,service,should i,Photocopy/Printing/Scanning facilities are available 9 AM to 10 PM daily. Charges: ₹1 per page (one ...
what should i know about printing cost,printing,should i,Photocopy/Printing/Scanning facilities are available 9 AM to 10 PM daily. Charges: ₹1 per page (one ...
what should i know about scanning facility,facility,should i,Photocopy/Printing/Scanning facilities are available 9 AM to 10 PM daily. Charges: ₹1 per page (one ...
what should i know about does library have xerox machine,general,should i,Photocopy/Printing/Scanning facilities are available 9 AM to 10 PM daily. Charges: ₹1 per page (one ...
what should i know about how much for printing,printing,should i,Photocopy/Printing/Scanning facilities are available 9 AM to 10 PM daily. Charges: ₹1 per page (one ...
what should i know about plagiarism check report,plagiarism,should i,Students can request plagiarism/similarity reports for theses and dissertations using Turnitin. Send...
what should i know about thesis plagiarism check,plagiarism,should i,Students can request plagiarism/similarity reports for theses and dissertations using Turnitin. Send...
what should i know about similarity report request,general,should i,Students can request plagiarism/similarity reports for theses and dissertations using Turnitin. Send...
what should i know about turnitin report service,service,should i,Students can request plagiarism/similarity reports for theses and dissertations using Turnitin. Send...
what should i know about does library conduct events,general,should i,"Nalanda Library conducts events, workshops, and sessions on special occasions to promote knowledge s..."
what should i know about library activities,general,should i,"Nalanda Library conducts events, workshops, and sessions on special occasions to promote knowledge s..."
what should i know about knowledge events iit ropar library,general,should i,"Nalanda Library conducts events, workshops, and sessions on special occasions to promote knowledge s..."
what should i know about library workshops,general,should i,"Nalanda Library conducts events, workshops, and sessions on special occasions to promote knowledge s..."
what should i know about what are subject guides,general,should i,The Subjects/Research Guides portal helps users find curated resources by subject area. It includes ...
what should i know about research guides library,research,should i,The Subjects/Research Guides portal helps users find curated resources by subject area. It includes ...
what should i know about how to find resources by subject,resources,should i,The Subjects/Research Guides portal helps users find curated resources by subject area. It includes ...
what should i know about department guides iit ropar,general,should i,The Subjects/Research Guides portal helps users find curated resources by subject area. It includes ...
what should i know about hello,general,should i,Hello! 👋 I am the Nalanda Library chatbot. How can I assist you today? You can ask me about library ...
what should i know about hi,general,should i,Hello! 👋 I am the Nalanda Library chatbot. How can I assist you today? You can ask me about library ...
what should i know about hey,general,should i,Hello! 👋 I am the Nalanda Library chatbot. How can I assist you today? You can ask me about library ...
what should i know about good morning,general,should i,Hello! 👋 I am the Nalanda Library chatbot. How can I assist you today? You can ask me about library ...
what should i know about good afternoon,general,should i,Hello! 👋 I am the Nalanda Library chatbot. How can I assist you today? You can ask me about library ...
what should i know about good evening,general,should i,Hello! 👋 I am the Nalanda Library chatbot. How can I assist you today? You can ask me about library ...
what should i know about namaste,general,should i,Hello! 👋 I am the Nalanda Library chatbot. How can I assist you today? You can ask me about library ...
what should i know about greetings,general,should i,Hello! 👋 I am the Nalanda Library chatbot. How can I assist you today? You can ask me about library ...
what should i know about how are you,general,should i,Hello! 👋 I am the Nalanda Library chatbot. How can I assist you today? You can ask me about library ...
what should i know about what's up,general,should i,Hello! 👋 I am the Nalanda Library chatbot. How can I assist you today? You can ask me about library ...
what should i know about hi there,general,should i,Hello! 👋 I am the Nalanda Library chatbot. How can I assist you today? You can ask me about library ...
what should i know about hello library bot,general,should i,Hello! 👋 I am the Nalanda Library chatbot. How can I assist you today? You can ask me about library ...
what should i know about thank you,general,should i,"You're welcome! 😊 Always happy to help. If you have more questions about the library, feel free to a..."
what should i know about thanks,general,should i,"You're welcome! 😊 Always happy to help. If you have more questions about the library, feel free to a..."
what should i know about thanks a lot,general,should i,"You're welcome! 😊 Always happy to help. If you have more questions about the library, feel free to a..."
what should i know about many thanks,general,should i,"You're welcome! 😊 Always happy to help. If you have more questions about the library, feel free to a..."
what should i know about thank you very much,general,should i,"You're welcome! 😊 Always happy to help. If you have more questions about the library, feel free to a..."
what should i know about thanks bot,general,should i,"You're welcome! 😊 Always happy to help. If you have more questions about the library, feel free to a..."
what should i know about thanks library,general,should i,"You're welcome! 😊 Always happy to help. If you have more questions about the library, feel free to a..."
what should i know about goodbye,general,should i,"Goodbye! 👋 Have a great day ahead. Don’t forget, the library is always open for you 24/7."
what should i know about bye,general,should i,"Goodbye! 👋 Have a great day ahead. Don’t forget, the library is always open for you 24/7."
what should i know about see you,general,should i,"Goodbye! 👋 Have a great day ahead. Don’t forget, the library is always open for you 24/7."
what should i know about see you later,general,should i,"Goodbye! 👋 Have a great day ahead. Don’t forget, the library is always open for you 24/7."
what should i know about catch you later,general,should i,"Goodbye! 👋 Have a great day ahead. Don’t forget, the library is always open for you 24/7."
what should i know about talk to you soon,general,should i,"Goodbye! 👋 Have a great day ahead. Don’t forget, the library is always open for you 24/7."
what should i know about good night,general,should i,"Goodbye! 👋 Have a great day ahead. Don’t forget, the library is always open for you 24/7."
what should i know about unknown query,general,should i,"Sorry, I didn’t quite understand that 🤔. Did you mean something like:
- Library timings
- Membership..."
what should i know about unrecognized question,general,should i,"Sorry, I didn’t quite understand that 🤔. Did you mean something like:
- Library timings
- Membership..."
what should i know about default response,general,should i,"Sorry, I didn’t quite understand that 🤔. Did you mean something like:
- Library timings
- Membership..."
what should i know about not understood,general,should i,"Sorry, I didn’t quite understand that 🤔. Did you mean something like:
- Library timings
- Membership..."
what should i know about confused input,general,should i,"Sorry, I didn’t quite understand that 🤔. Did you mean something like:
- Library timings
- Membership..."
what should i know about technobooth facility,facility,should i,"Technobooth (Digital Learning Hub) is a dedicated space in Nalanda Library for group presentations, ..."
what should i know about digital learning hub,general,should i,"Technobooth (Digital Learning Hub) is a dedicated space in Nalanda Library for group presentations, ..."
what should i know about group study room library,general,should i,"Technobooth (Digital Learning Hub) is a dedicated space in Nalanda Library for group presentations, ..."
what should i know about techno booth iit ropar,general,should i,"Technobooth (Digital Learning Hub) is a dedicated space in Nalanda Library for group presentations, ..."
what should i know about technobooth booking,facility,should i,"Technobooth (Digital Learning Hub) is a dedicated space in Nalanda Library for group presentations, ..."
what should i know about technobooth rules,facility,should i,"Technobooth (Digital Learning Hub) is a dedicated space in Nalanda Library for group presentations, ..."
what should i know about technobooth guidelines,facility,should i,"Technobooth (Digital Learning Hub) is a dedicated space in Nalanda Library for group presentations, ..."
what should i know about what facilities are available in library,general,should i,"Nalanda Library at IIT Ropar provides a wide range of facilities and services:

 **Resources:** 25,0..."
what should i know about what facilities student get in library,general,should i,"Nalanda Library at IIT Ropar provides a wide range of facilities and services:

 **Resources:** 25,0..."
what should i know about library services,service,should i,"Nalanda Library at IIT Ropar provides a wide range of facilities and services:

 **Resources:** 25,0..."
what should i know about library resources,resources,should i,"Nalanda Library at IIT Ropar provides a wide range of facilities and services:

 **Resources:** 25,0..."
what should i know about what does library provide,general,should i,"Nalanda Library at IIT Ropar provides a wide range of facilities and services:

 **Resources:** 25,0..."
what should i know about library amenities,general,should i,"Nalanda Library at IIT Ropar provides a wide range of facilities and services:

 **Resources:** 25,0..."
what should i know about what support is available in library,general,should i,"Nalanda Library at IIT Ropar provides a wide range of facilities and services:

 **Resources:** 25,0..."
what should i know about student facilities in library,general,should i,"Nalanda Library at IIT Ropar provides a wide range of facilities and services:

 **Resources:** 25,0..."
what should i know about research support iit ropar library,research,should i,"Nalanda Library at IIT Ropar provides a wide range of facilities and services:

 **Resources:** 25,0..."
what should i know about does library have study rooms,general,should i,"Nalanda Library at IIT Ropar provides a wide range of facilities and services:

 **Resources:** 25,0..."
what should i know about is there group study facility,facility,should i,"Nalanda Library at IIT Ropar provides a wide range of facilities and services:

 **Resources:** 25,0..."
what should i know about does library have computers,general,should i,"Nalanda Library at IIT Ropar provides a wide range of facilities and services:

 **Resources:** 25,0..."
what should i know about is wifi available in the library,facility,should i,"Nalanda Library at IIT Ropar provides a wide range of facilities and services:

 **Resources:** 25,0..."
what should i know about does library have newspapers,general,should i,"Nalanda Library at IIT Ropar provides a wide range of facilities and services:

 **Resources:** 25,0..."
what should i know about can i read magazines here,general,should i,"Nalanda Library at IIT Ropar provides a wide range of facilities and services:

 **Resources:** 25,0..."
what should i know about what journals are available,general,should i,"Nalanda Library at IIT Ropar provides a wide range of facilities and services:

 **Resources:** 25,0..."
what should i know about does library give orientation,general,should i,"Nalanda Library at IIT Ropar provides a wide range of facilities and services:

 **Resources:** 25,0..."
what should i know about how do new students learn to use the library,general,should i,"Nalanda Library at IIT Ropar provides a wide range of facilities and services:

 **Resources:** 25,0..."
what should i know about can i get help with opac,search,should i,"Nalanda Library at IIT Ropar provides a wide range of facilities and services:

 **Resources:** 25,0..."
what should i know about default,general,should i,"Sorry, I could not find an answer to your query. Please visit the official library website for more ..."
what should i know about unanswered,general,should i,"Sorry, I could not find an answer to your query. Please visit the official library website for more ..."
what should i know about no_match,general,should i,"Sorry, I could not find an answer to your query. Please visit the official library website for more ..."
what should i know about __default__,general,should i,"Sorry, I could not find an answer to your query. Please visit the official library website for more ..."
what should i know about borrowing limits,borrowing,should i,"Borrowing limits: Faculty - 12 books (1 semester), Staff - 4 books (1 semester), PhD Scholars - 6 bo..."
what should i know about fines and penalties,rules,should i,"Fine & Penalty Policy (Nalanda Library, IIT Ropar): ₹2.00 per day for the first week after the due d..."
what should i know about printing and photocopying,printing,should i,"Printing, scanning, and photocopying facilities are available in the library. Charges apply (approx...."
what should i know about plagiarism and turnitin,plagiarism,should i,"Turnitin similarity checks are available. To request a report, email libraryhelpdesk@iitrpr.ac.in wi..."
what should i know about library vision and mission,general,should i,The vision of Nalanda Library is to support the academic and research needs of IIT Ropar by providin...
what should i know about library annual report,general,should i,"Nalanda Library publishes annual reports highlighting achievements, resource growth, and services. V..."
what should i know about library staff and committee,general,should i,Nalanda Library is managed by professional staff under the guidance of the Library Committee chaired...
what should i know about institute smart id card,general,should i,The Institute-cum-Library Smart ID Card serves as both institute and library ID. It uses RFID techno...
what should i know about subject and research guide,research,should i,Subject-wise e-resources and research guides are available to help students and researchers locate r...
what should i know about seat booking or article request,borrowing,should i,Users can book reading seats or request articles via the library portal at https://studyatlib.iitrpr...
what should i know about digital and print periodicals,general,should i,The library subscribes to digital and select print periodicals across disciplines. Lists are availab...
what should i know about economic and political database,general,should i,Access to the Economic & Political Database is provided to support humanities and social science res...
what should i know about scientometric and patent tools,general,should i,The library offers access to scientometric tools and patent databases for research evaluation and in...
what should i know about cds and dvds collection,general,should i,"The library maintains a collection of CDs, DVDs, and other multimedia resources for academic use."
what should i know about membership for iit ropar students,membership,should i,"All registered students, faculty, and staff of IIT Ropar are automatic members of Nalanda Library an..."
what should i know about membership for outsiders,membership,should i,"Nalanda Library offers external membership to Academic Institutions, Research Organizations, Governm..."
what should i know about faculty privileges,general,should i,"Faculty members can issue up to 12 books, request EDD/ILL, and access e-resources off-campus via VPN..."
what should i know about academic and author tools,general,should i,"Nalanda Library provides institutional access to Grammarly (academic writing support), Overleaf (col..."
what should i know about copyright guidelines,general,should i,Users must adhere to copyright and fair use guidelines. Unauthorized copying or distribution of copy...
what should i know about vpn and off campus access,access,should i,Library e-resources can be accessed off-campus through IIT Ropar’s VPN. Use institute credentials to...
what should i know about books arrangement plan,borrowing,should i,"Books are arranged according to the Dewey Decimal Classification (DDC) system on each floor, with si..."
what should i know about library floor plan,general,should i,"The library has multiple floors — ground for circulation and reading, upper floors for reference and..."
what should i know about empanelled vendors,general,should i,Nalanda Library procures books and journals through approved empanelled vendors and subscription age...
what should i know about grammarly access,tools,should i,Grammarly access is available for students and researchers through institutional licenses. Contact t...
what should i know about overleaf access,tools,should i,IIT Ropar provides institutional access to Overleaf for collaborative LaTeX writing and research doc...
what should i know about pressreader access,access,should i,"PressReader offers 7,000+ newspapers and magazines from 130+ countries in 60+ languages. It is acces..."
what should i know about library contact details,contact,should i,"Nalanda Library, Indian Institute of Technology Ropar, Punjab - 140001. Email: libraryhelpdesk@iitrp..."
what should i know about library membership,membership,should i,"All registered IIT Ropar students, faculty, and staff are automatic members of Nalanda Library. Exte..."
what should i know about nalanda library at iit ropar,general,should i,Nalanda Library (Nalanda Library Information System) is the central academic library of IIT Ropar pr...
what should i know about where is nalanda library located,contact,should i,"Nalanda Library is located in the academic complex of IIT Ropar main campus, Rupnagar (Ropar). Conta..."
what should i know about what sections does the library have,general,should i,"The library includes reading halls, book stacks, reference section, periodicals, digital access area..."
what should i know about the library vision and mission,general,should i,"The library's mission is to support the institute's teaching, learning and research by providing tim..."
what should i know about what e-resources are available at iit ropar library,resources,should i,"IIT Ropar library provides access to e-journals, e-books, databases and research tools including IEE..."
what should i know about how do i access e-resources from off campus,access,should i,Off-campus access to subscribed e-resources is available through the IIT Ropar VPN. Connect to the i...
what should i know about the process to get vpn access for e-resources,access,should i,VPN access is provided by IIT Ropar IT services. Use institute credentials to set up the VPN client;...
what should i know about onos for iit ropar,resources,should i,ONOS (Online Network of Shared Resources) is a consortium service providing centralized access to e-...
what should i know about which publishers are included in onos list,resources,should i,"ONOS includes major publishers such as AAAS (Science), ACM, ACS, AIAA, AIP, AMS, APS, Annual Reviews..."
what should i know about how to access onos resources,access,should i,Access ONOS resources via the IIT Ropar library website (ONOS page) or through publisher links provi...
what should i know about what are the major library rules at iit ropar,rules,should i,"Major rules include maintaining silence, keeping mobile phones on silent, no food or drinks inside, ..."
what should i know about are bags allowed inside the library,rules,should i,Bags should be left at the designated racks or cloak area; personal large bags are not allowed insid...
what should i know about the overdue fine policy,rules,should i,The overdue fine policy is described on the library site and may vary by user category. Typical poli...
what should i know about how to download phd thesis from dspace,access,should i,"Visit the DSpace repository, search by author/title/department, and download the PDF of available th..."
what should i know about how to submit thesis to dspace,general,should i,"Contact the library helpdesk with the final PDF and metadata (title, abstract, keywords, department)..."
what should i know about what services does nalanda library provide,service,should i,"Key services: circulation (issue/return), OPAC search, reference & information service, e-resource a..."
what should i know about does the library offer inter library loan,service,should i,"Yes, Inter Library Loan (ILL) / Document Delivery services are available for material not held by th..."
what should i know about how can i request an article not available in library,service,should i,Use the 'Request an Article' / EDD form or email the library helpdesk with citation details. The lib...
what should i know about how do i contact nalanda library,contact,should i,Contact the library via helpdesk email (libraryhelpdesk@iitrpr.ac.in) or listed phone numbers. Libra...
what should i know about where to find library forms and downloads,general,should i,"Forms and downloadable policies (membership, ILL request, repository submission etc.) are available ..."
what should i know about how to check new arrivals in the library,general,should i,Check the 'New Arrivals' section on the library homepage or search OPAC (opac.iitrpr.ac.in) for rece...
what should i know about how to search the library catalogue,search,should i,"Use the OPAC at opac.iitrpr.ac.in to search by title, author, subject, ISBN, or call number. Logged-..."
what should i know about tell me about nalanda library,general,should i,Nalanda Library (Nalanda Library Information System) is the central academic library of IIT Ropar pr...
what should i know about where is the library located,contact,should i,"Nalanda Library is located in the academic complex of IIT Ropar main campus, Rupnagar (Ropar). Conta..."
what should i know about library location iit ropar,contact,should i,"Nalanda Library is located in the academic complex of IIT Ropar main campus, Rupnagar (Ropar). Conta..."
what should i know about library sections,general,should i,"The library includes reading halls, book stacks, reference section, periodicals, digital access area..."
what should i know about what are the sections in the library,general,should i,"The library includes reading halls, book stacks, reference section, periodicals, digital access area..."
what should i know about the mission of the library,general,should i,"The library's mission is to support the institute's teaching, learning and research by providing tim..."
what should i know about what e-resources does the library have,resources,should i,"IIT Ropar library provides access to e-journals, e-books, databases and research tools including IEE..."
what should i know about list of e-resources available,resources,should i,"IIT Ropar library provides access to e-journals, e-books, databases and research tools including IEE..."
what should i know about how to access e-resources off campus,access,should i,Off-campus access to subscribed e-resources is available through the IIT Ropar VPN. Connect to the i...
what should i know about off campus access to e-resources,access,should i,Off-campus access to subscribed e-resources is available through the IIT Ropar VPN. Connect to the i...
what should i know about explain onos for iit ropar,resources,should i,ONOS (Online Network of Shared Resources) is a consortium service providing centralized access to e-...
what should i know about what publishers are in onos,resources,should i,"ONOS includes major publishers such as AAAS (Science), ACM, ACS, AIAA, AIP, AMS, APS, Annual Reviews..."
what should i know about how to use onos resources,access,should i,Access ONOS resources via the IIT Ropar library website (ONOS page) or through publisher links provi...
what should i know about access onos resources,access,should i,Access ONOS resources via the IIT Ropar library website (ONOS page) or through publisher links provi...
what should i know about library rules iit ropar,rules,should i,"Major rules include maintaining silence, keeping mobile phones on silent, no food or drinks inside, ..."
what should i know about what are the rules in the library,rules,should i,"Major rules include maintaining silence, keeping mobile phones on silent, no food or drinks inside, ..."
what should i know about can i bring a bag inside the library,rules,should i,Bags should be left at the designated racks or cloak area; personal large bags are not allowed insid...
what should i know about are backpacks allowed in library,rules,should i,Bags should be left at the designated racks or cloak area; personal large bags are not allowed insid...
what should i know about what are the late fees,rules,should i,The overdue fine policy is described on the library site and may vary by user category. Typical poli...
what should i know about dspace,general,should i,"IIT Ropar's DSpace is the institutional repository that stores and provides open access to theses, d..."
what should i know about institutional repository iit ropar,general,should i,"IIT Ropar's DSpace is the institutional repository that stores and provides open access to theses, d..."
what should i know about download phd thesis from dspace,access,should i,"Visit the DSpace repository, search by author/title/department, and download the PDF of available th..."
what should i know about where to find phd theses,access,should i,"Visit the DSpace repository, search by author/title/department, and download the PDF of available th..."
what should i know about how to upload thesis to dspace,general,should i,"Contact the library helpdesk with the final PDF and metadata (title, abstract, keywords, department)..."
what should i know about submit thesis to institutional repository,general,should i,"Contact the library helpdesk with the final PDF and metadata (title, abstract, keywords, department)..."
what should i know about library services list,service,should i,"Key services: circulation (issue/return), OPAC search, reference & information service, e-resource a..."
what should i know about what services does the library offer,service,should i,"Key services: circulation (issue/return), OPAC search, reference & information service, e-resource a..."
what should i know about inter library loan service,service,should i,"Yes, Inter Library Loan (ILL) / Document Delivery services are available for material not held by th..."
what should i know about can i borrow from other libraries,service,should i,"Yes, Inter Library Loan (ILL) / Document Delivery services are available for material not held by th..."
what should i know about request article not available,service,should i,Use the 'Request an Article' / EDD form or email the library helpdesk with citation details. The lib...
what should i know about how to get an article through ill,service,should i,Use the 'Request an Article' / EDD form or email the library helpdesk with citation details. The lib...
what should i know about how to contact the library,contact,should i,Contact the library via helpdesk email (libraryhelpdesk@iitrpr.ac.in) or listed phone numbers. Libra...
what should i know about library forms download,general,should i,"Forms and downloadable policies (membership, ILL request, repository submission etc.) are available ..."
what should i know about where to get library forms,general,should i,"Forms and downloadable policies (membership, ILL request, repository submission etc.) are available ..."
what should i know about new arrivals in library,general,should i,Check the 'New Arrivals' section on the library homepage or search OPAC (opac.iitrpr.ac.in) for rece...
what should i know about where are new books listed,general,should i,Check the 'New Arrivals' section on the library homepage or search OPAC (opac.iitrpr.ac.in) for rece...
what should i know about how to search opac,search,should i,"Use the OPAC at opac.iitrpr.ac.in to search by title, author, subject, ISBN, or call number. Logged-..."
what should i know about search books in opac,search,should i,"Use the OPAC at opac.iitrpr.ac.in to search by title, author, subject, ISBN, or call number. Logged-..."
what should i know about the nalanda library,general,should i,Nalanda Library (Nalanda Library Information System) is the central academic library of IIT Ropar pr...
what should i know about describe nalanda library,general,should i,Nalanda Library (Nalanda Library Information System) is the central academic library of IIT Ropar pr...
what should i know about give details about nalanda library,general,should i,Nalanda Library (Nalanda Library Information System) is the central academic library of IIT Ropar pr...
what should i know about information about nalanda library,general,should i,Nalanda Library (Nalanda Library Information System) is the central academic library of IIT Ropar pr...
what should i know about what does nalanda library offer,general,should i,Nalanda Library (Nalanda Library Information System) is the central academic library of IIT Ropar pr...
what should i know about what services are offered by nalanda library,service,should i,"Key services: circulation (issue/return), OPAC search, reference & information service, e-resource a..."
what should i know about list all library services,service,should i,"Key services: circulation (issue/return), OPAC search, reference & information service, e-resource a..."
what should i know about what help can i get from the library,service,should i,"Key services: circulation (issue/return), OPAC search, reference & information service, e-resource a..."
what should i know about services available in nalanda library,service,should i,"Key services: circulation (issue/return), OPAC search, reference & information service, e-resource a..."
what should i know about which facilities are provided by the library,service,should i,"Key services: circulation (issue/return), OPAC search, reference & information service, e-resource a..."
what should i know about what online resources does the library have,resources,should i,"IIT Ropar library provides access to e-journals, e-books, databases and research tools including IEE..."
what should i know about list of digital resources available in library,resources,should i,"IIT Ropar library provides access to e-journals, e-books, databases and research tools including IEE..."
what should i know about which electronic resources are offered,resources,should i,"IIT Ropar library provides access to e-journals, e-books, databases and research tools including IEE..."
what should i know about what databases can i access through the library,resources,should i,"IIT Ropar library provides access to e-journals, e-books, databases and research tools including IEE..."
what should i know about what digital content is available,resources,should i,"IIT Ropar library provides access to e-journals, e-books, databases and research tools including IEE..."
what should i know about how can i search books online,search,should i,"Use the OPAC at opac.iitrpr.ac.in to search by title, author, subject, ISBN, or call number. Logged-..."
what should i know about steps to use opac,search,should i,"Use the OPAC at opac.iitrpr.ac.in to search by title, author, subject, ISBN, or call number. Logged-..."
what should i know about how do i look up a book,search,should i,"Use the OPAC at opac.iitrpr.ac.in to search by title, author, subject, ISBN, or call number. Logged-..."
what should i know about how to find a book in opac,search,should i,"Use the OPAC at opac.iitrpr.ac.in to search by title, author, subject, ISBN, or call number. Logged-..."
what should i know about guide to searching the library,search,should i,"Use the OPAC at opac.iitrpr.ac.in to search by title, author, subject, ISBN, or call number. Logged-..."
what should i know about the institutional repository,general,should i,"IIT Ropar's DSpace is the institutional repository that stores and provides open access to theses, d..."
what should i know about what does dspace contain,general,should i,"IIT Ropar's DSpace is the institutional repository that stores and provides open access to theses, d..."
what should i know about dspace iit ropar details,general,should i,"IIT Ropar's DSpace is the institutional repository that stores and provides open access to theses, d..."
what should i know about what collections are in dspace,general,should i,"IIT Ropar's DSpace is the institutional repository that stores and provides open access to theses, d..."
what should i know about explain institutional repository,general,should i,"IIT Ropar's DSpace is the institutional repository that stores and provides open access to theses, d..."
what should I do if the book I borrowed got lost,acquisition,should i,You will be given two weeks time to replace the same copy of a new book along with the payment of ov...
what to do if book I want is already issued,circulation,what to do,You can place a hold on it through OPAC login portal.
what to do if book I want to issue is damaged,circulation,what to do,"Before issuing the book, the user should check it properly to ensure that there is no damage, if so ..."
what to do if issued book got damaged,circulation,what to do,"If a book gets damaged, please bring it to the library helpdesk as soon as possible. Library staff w..."
what to do if can't find required article,periodicals,what to do,Please visit library helpdesk for assistance.
what to do if book not issuing from kiosk,technical,what to do,"If the book is not issuing from the kiosk , please come to the library helpdesk for assistance."
what to do if can't find book on shelf,technical,what to do,Kindly visit the library helpdesk for assistance.
what to do if lost library card,general_services,what to do,"A fine of Rs. 300/- is applicable on loss of the card, charges are double on each re-issue of the du..."
where to check new arrivals,general,where to,"OPAC (Online Public Access Catalogue) lets users search books, journals, and resources by title, aut..."
where to find library forms and downloads,general,where to,"Forms and downloadable policies (membership, ILL request, repository submission etc.) are available ..."
where to find phd theses,access,where to,"Visit the DSpace repository, search by author/title/department, and download the PDF of available th..."
where to get library forms,general,where to,"Forms and downloadable policies (membership, ILL request, repository submission etc.) are available ..."
can you tell me where to check new arrivals,general,where to,"OPAC (Online Public Access Catalogue) lets users search books, journals, and resources by title, aut..."
i want to know where to check new arrivals,general,where to,"OPAC (Online Public Access Catalogue) lets users search books, journals, and resources by title, aut..."
please explain where to check new arrivals,general,where to,"OPAC (Online Public Access Catalogue) lets users search books, journals, and resources by title, aut..."
could you describe where to check new arrivals,general,where to,"OPAC (Online Public Access Catalogue) lets users search books, journals, and resources by title, aut..."
information about where to check new arrivals,general,where to,"OPAC (Online Public Access Catalogue) lets users search books, journals, and resources by title, aut..."
details about where to check new arrivals,general,where to,"OPAC (Online Public Access Catalogue) lets users search books, journals, and resources by title, aut..."
can you tell me where to find library forms and downloads,general,where to,"Forms and downloadable policies (membership, ILL request, repository submission etc.) are available ..."
i want to know where to find library forms and downloads,general,where to,"Forms and downloadable policies (membership, ILL request, repository submission etc.) are available ..."
please explain where to find library forms and downloads,general,where to,"Forms and downloadable policies (membership, ILL request, repository submission etc.) are available ..."
could you describe where to find library forms and downloads,general,where to,"Forms and downloadable policies (membership, ILL request, repository submission etc.) are available ..."
information about where to find library forms and downloads,general,where to,"Forms and downloadable policies (membership, ILL request, repository submission etc.) are available ..."
details about where to find library forms and downloads,general,where to,"Forms and downloadable policies (membership, ILL request, repository submission etc.) are available ..."
can you tell me where to find phd theses,access,where to,"Visit the DSpace repository, search by author/title/department, and download the PDF of available th..."
i want to know where to find phd theses,access,where to,"Visit the DSpace repository, search by author/title/department, and download the PDF of available th..."
please explain where to find phd theses,access,where to,"Visit the DSpace repository, search by author/title/department, and download the PDF of available th..."
could you describe where to find phd theses,access,where to,"Visit the DSpace repository, search by author/title/department, and download the PDF of available th..."
information about where to find phd theses,access,where to,"Visit the DSpace repository, search by author/title/department, and download the PDF of available th..."
details about where to find phd theses,access,where to,"Visit the DSpace repository, search by author/title/department, and download the PDF of available th..."
can you tell me where to get library forms,general,where to,"Forms and downloadable policies (membership, ILL request, repository submission etc.) are available ..."
i want to know where to get library forms,general,where to,"Forms and downloadable policies (membership, ILL request, repository submission etc.) are available ..."
please explain where to get library forms,general,where to,"Forms and downloadable policies (membership, ILL request, repository submission etc.) are available ..."
could you describe where to get library forms,general,where to,"Forms and downloadable policies (membership, ILL request, repository submission etc.) are available ..."
information about where to get library forms,general,where to,"Forms and downloadable policies (membership, ILL request, repository submission etc.) are available ..."
details about where to get library forms,general,where to,"Forms and downloadable policies (membership, ILL request, repository submission etc.) are available ..."
where to pay fine,circulation,where to,For the payment you need to scan the QR Code on the Circulation Counter. After making the payment yo...
where to send document for plagiarism check,general_services,where to,You can mail your file to Mrs. Amrita Bhattacharya on libraryhelpdesk@iitrpr.ac.in
